transaction_id,customer_id,product_id,quantity,unit_price,discount_rate,total_amount,transaction_date,payment_method,status
TXN_000809,CUST_0483,PROD_0072,2,152.41,0.05,289.58,2025-06-06,Credit Card,Completed
TXN_000810,CUST_0302,PROD_0032,5,29.88,0.22,116.53,2025-06-01,Credit Card,Cancelled
TXN_000811,CUST_0782,PROD_0003,3,596.59,0.05,1700.28,2025-05-26,Debit Card,Completed
TXN_000812,CUST_0732,PROD_0009,5,918.72,0.06,4317.98,2025-05-15,Credit Card,Cancelled
TXN_000813,CUST_0831,PROD_0134,1,175.35,0.12,154.31,2025-05-28,Bank Transfer,Completed
TXN_000814,CUST_0613,PROD_0002,1,361.26,0.23,278.17,2025-05-13,Debit Card,Completed
TXN_000815,CUST_0384,PROD_0062,2,265.31,0.03,514.7,2025-05-24,Credit Card,Completed
TXN_000816,CUST_0346,PROD_0050,1,233.98,0.07,217.6,2025-05-09,Credit Card,Cancelled
TXN_000817,CUST_0172,PROD_0186,2,803.25,0.01,1590.43,2025-05-21,Credit Card,Pending
TXN_000818,CUST_0331,PROD_0144,2,57.75,0.19,93.56,2025-05-08,Bank Transfer,Pending
TXN_000819,CUST_0124,PROD_0060,2,134.92,0.03,261.74,2025-05-27,Debit Card,Completed
TXN_000820,CUST_0412,PROD_0168,3,652.36,0.0,1957.08,2025-05-31,Bank Transfer,Completed
TXN_000821,CUST_0068,PROD_0169,3,699.21,0.19,1699.08,2025-05-26,Credit Card,Completed
TXN_000822,CUST_0907,PROD_0056,4,400.86,0.09,1459.13,2025-05-18,Bank Transfer,Completed
TXN_000823,CUST_0730,PROD_0138,5,173.23,0.05,822.84,2025-06-03,E-wallet,Cancelled
TXN_000824,CUST_0714,PROD_0100,2,999.44,0.1,1798.99,2025-05-17,E-wallet,Cancelled
TXN_000825,CUST_0494,PROD_0018,3,384.6,0.01,1142.26,2025-05-08,Bank Transfer,Pending
TXN_000826,CUST_0524,PROD_0164,2,363.95,0.15,618.71,2025-05-15,Credit Card,Completed
TXN_000827,CUST_0022,PROD_0158,1,726.33,0.09,660.96,2025-05-14,Bank Transfer,Completed
TXN_000828,CUST_0635,PROD_0021,1,190.26,0.04,182.65,2025-05-22,E-wallet,Completed
TXN_000829,CUST_0156,PROD_0097,2,896.53,0.19,1452.38,2025-05-30,Bank Transfer,Cancelled
TXN_000830,CUST_0899,PROD_0085,2,707.59,0.08,1301.97,2025-05-17,Credit Card,Cancelled
TXN_000831,CUST_0811,PROD_0107,3,997.49,0.23,2304.2,2025-05-30,E-wallet,Pending
TXN_000832,CUST_0249,PROD_0053,5,235.24,0.02,1152.68,2025-05-08,Debit Card,Cancelled
TXN_000833,CUST_0713,PROD_0185,2,818.93,0.18,1343.05,2025-05-25,E-wallet,Completed
TXN_000834,CUST_0453,PROD_0162,1,741.15,0.02,726.33,2025-05-22,Credit Card,Completed
TXN_000835,CUST_0054,PROD_0163,2,853.48,0.28,1229.01,2025-06-02,Credit Card,Completed
TXN_000836,CUST_0607,PROD_0141,2,714.0,0.07,1328.04,2025-06-04,Bank Transfer,Cancelled
TXN_000837,CUST_0479,PROD_0080,2,761.9,0.22,1188.56,2025-05-30,Bank Transfer,Completed
TXN_000838,CUST_0621,PROD_0064,3,858.06,0.09,2342.5,2025-05-23,Debit Card,Pending
TXN_000839,CUST_0884,PROD_0124,1,339.3,0.29,240.9,2025-05-26,Bank Transfer,Pending
TXN_000840,CUST_0172,PROD_0121,4,145.99,0.13,508.05,2025-05-18,Bank Transfer,Completed
TXN_000841,CUST_0840,PROD_0124,1,339.3,0.23,261.26,2025-05-24,Credit Card,Pending
TXN_000842,CUST_0610,PROD_0138,2,173.23,0.17,287.56,2025-06-01,E-wallet,Pending
TXN_000843,CUST_0475,PROD_0079,4,196.06,0.08,721.5,2025-05-20,Bank Transfer,Completed
TXN_000844,CUST_0342,PROD_0035,4,985.42,0.06,3705.18,2025-05-08,Debit Card,Completed
TXN_000845,CUST_0014,PROD_0129,3,47.35,0.15,120.74,2025-05-08,Bank Transfer,Pending
TXN_000846,CUST_0994,PROD_0191,3,658.05,0.12,1737.25,2025-05-28,Credit Card,Pending
TXN_000847,CUST_0907,PROD_0010,1,719.77,0.12,633.4,2025-05-19,Debit Card,Completed
TXN_000848,CUST_0782,PROD_0112,3,300.85,0.23,694.96,2025-05-13,E-wallet,Cancelled
TXN_000849,CUST_0727,PROD_0126,3,580.52,0.21,1375.83,2025-05-17,Bank Transfer,Pending
TXN_000850,CUST_0754,PROD_0064,2,858.06,0.14,1475.86,2025-05-08,E-wallet,Cancelled
TXN_000851,CUST_0724,PROD_0174,1,446.28,0.21,352.56,2025-05-17,Debit Card,Pending
TXN_000852,CUST_0620,PROD_0117,2,852.7,0.08,1568.97,2025-05-18,Debit Card,Completed
TXN_000853,CUST_0120,PROD_0198,1,897.91,0.19,727.31,2025-05-08,Bank Transfer,Pending
TXN_000854,CUST_0724,PROD_0151,1,206.66,0.16,173.59,2025-05-31,Bank Transfer,Completed
TXN_000855,CUST_0850,PROD_0110,3,641.93,0.21,1521.37,2025-05-21,Bank Transfer,Cancelled
TXN_000856,CUST_0316,PROD_0188,4,111.62,0.23,343.79,2025-05-08,Credit Card,Completed
TXN_000857,CUST_0652,PROD_0147,3,426.66,0.24,972.78,2025-05-29,Debit Card,Cancelled
TXN_000858,CUST_0408,PROD_0179,3,352.29,0.0,1056.87,2025-06-01,Bank Transfer,Completed
TXN_000859,CUST_0100,PROD_0018,4,384.6,0.16,1292.26,2025-05-17,E-wallet,Cancelled
TXN_000860,CUST_0442,PROD_0044,2,179.12,0.11,318.83,2025-05-15,Debit Card,Completed
TXN_000861,CUST_0499,PROD_0047,5,645.45,0.28,2323.62,2025-05-23,Debit Card,Completed
TXN_000862,CUST_0206,PROD_0016,2,652.69,0.24,992.09,2025-05-31,E-wallet,Pending
TXN_000863,CUST_0452,PROD_0161,5,366.61,0.03,1778.06,2025-05-17,Debit Card,Completed
TXN_000864,CUST_0301,PROD_0022,4,643.25,0.04,2470.08,2025-06-04,E-wallet,Completed
TXN_000865,CUST_0600,PROD_0061,4,209.9,0.15,713.66,2025-05-13,Credit Card,Completed
TXN_000866,CUST_0063,PROD_0069,1,868.8,0.2,695.04,2025-05-12,Credit Card,Completed
TXN_000867,CUST_0217,PROD_0134,1,175.35,0.11,156.06,2025-05-21,E-wallet,Pending
TXN_000868,CUST_0485,PROD_0194,3,719.49,0.18,1769.95,2025-05-27,E-wallet,Cancelled
TXN_000869,CUST_0912,PROD_0088,3,185.81,0.25,418.07,2025-05-26,Bank Transfer,Pending
TXN_000870,CUST_0626,PROD_0015,3,976.1,0.26,2166.94,2025-05-12,Credit Card,Completed
TXN_000871,CUST_0468,PROD_0179,4,352.29,0.22,1099.14,2025-05-09,Debit Card,Completed
TXN_000872,CUST_0617,PROD_0032,5,29.88,0.08,137.45,2025-05-15,Debit Card,Pending
TXN_000873,CUST_0463,PROD_0159,4,462.18,0.15,1571.41,2025-05-16,Debit Card,Completed
TXN_000874,CUST_0654,PROD_0083,1,38.66,0.19,31.31,2025-05-10,Credit Card,Cancelled
TXN_000875,CUST_0334,PROD_0174,4,446.28,0.07,1660.16,2025-05-22,Bank Transfer,Cancelled
TXN_000876,CUST_0628,PROD_0021,3,190.26,0.13,496.58,2025-05-08,Bank Transfer,Cancelled
TXN_000877,CUST_0878,PROD_0180,1,840.64,0.22,655.7,2025-05-28,Debit Card,Cancelled
TXN_000878,CUST_0147,PROD_0134,5,175.35,0.24,666.33,2025-05-15,Credit Card,Completed
TXN_000879,CUST_0510,PROD_0023,3,337.86,0.25,760.19,2025-05-20,Bank Transfer,Completed
TXN_000880,CUST_0918,PROD_0115,1,746.77,0.14,642.22,2025-05-20,Debit Card,Completed
TXN_000881,CUST_0217,PROD_0044,1,179.12,0.03,173.75,2025-05-15,Credit Card,Completed
TXN_000882,CUST_0952,PROD_0084,4,257.0,0.23,791.56,2025-05-30,E-wallet,Cancelled
TXN_000883,CUST_0488,PROD_0172,1,781.37,0.2,625.1,2025-05-08,Bank Transfer,Completed
TXN_000884,CUST_0815,PROD_0178,3,438.52,0.26,973.51,2025-05-08,Credit Card,Cancelled
TXN_000885,CUST_0352,PROD_0097,4,896.53,0.2,2868.9,2025-05-12,Bank Transfer,Completed
TXN_000886,CUST_0229,PROD_0067,1,156.72,0.09,142.62,2025-06-03,Credit Card,Pending
TXN_000887,CUST_0759,PROD_0152,2,973.39,0.22,1518.49,2025-06-03,E-wallet,Completed
TXN_000888,CUST_0874,PROD_0081,4,793.58,0.17,2634.69,2025-06-06,E-wallet,Completed
TXN_000889,CUST_0605,PROD_0138,2,173.23,0.25,259.84,2025-05-24,E-wallet,Pending
TXN_000890,CUST_0817,PROD_0174,2,446.28,0.16,749.75,2025-05-18,Debit Card,Completed
TXN_000891,CUST_0405,PROD_0003,5,596.59,0.26,2207.38,2025-05-27,Debit Card,Pending
TXN_000892,CUST_0858,PROD_0057,4,575.51,0.2,1841.63,2025-06-02,E-wallet,Completed
TXN_000893,CUST_0765,PROD_0171,1,681.61,0.18,558.92,2025-05-28,Credit Card,Pending
TXN_000894,CUST_0869,PROD_0181,5,21.53,0.14,92.58,2025-05-11,Debit Card,Pending
TXN_000895,CUST_0299,PROD_0181,4,21.53,0.02,84.4,2025-05-12,E-wallet,Completed
TXN_000896,CUST_0848,PROD_0184,2,511.86,0.25,767.79,2025-05-08,Debit Card,Cancelled
TXN_000897,CUST_0754,PROD_0014,2,110.02,0.26,162.83,2025-05-14,Bank Transfer,Pending
TXN_000898,CUST_0835,PROD_0169,2,699.21,0.3,978.89,2025-05-20,Bank Transfer,Pending
TXN_000899,CUST_0433,PROD_0174,4,446.28,0.3,1249.58,2025-05-13,Bank Transfer,Pending
TXN_000900,CUST_0074,PROD_0136,3,344.46,0.08,950.71,2025-05-08,Debit Card,Cancelled
TXN_000901,CUST_0877,PROD_0141,4,714.0,0.03,2770.32,2025-05-27,Credit Card,Cancelled
TXN_000902,CUST_0312,PROD_0118,2,584.51,0.17,970.29,2025-05-23,Bank Transfer,Pending
TXN_000903,CUST_0919,PROD_0038,2,974.65,0.07,1812.85,2025-05-14,Debit Card,Cancelled
TXN_000904,CUST_0667,PROD_0003,3,596.59,0.22,1396.02,2025-05-19,Credit Card,Cancelled
TXN_000905,CUST_0805,PROD_0038,4,974.65,0.29,2768.01,2025-05-24,Debit Card,Completed
TXN_000906,CUST_0099,PROD_0092,4,650.91,0.05,2473.46,2025-06-05,Credit Card,Cancelled
TXN_000907,CUST_0666,PROD_0087,5,249.52,0.13,1085.41,2025-06-02,Bank Transfer,Completed
TXN_000908,CUST_0035,PROD_0031,2,171.03,0.12,301.01,2025-05-28,Debit Card,Cancelled
TXN_000909,CUST_0764,PROD_0097,1,896.53,0.23,690.33,2025-05-10,Bank Transfer,Pending
TXN_000910,CUST_0648,PROD_0168,4,652.36,0.11,2322.4,2025-06-03,Credit Card,Completed
TXN_000911,CUST_0125,PROD_0126,5,580.52,0.07,2699.42,2025-05-19,Bank Transfer,Pending
TXN_000912,CUST_0711,PROD_0191,1,658.05,0.24,500.12,2025-06-01,Bank Transfer,Pending
TXN_000913,CUST_0661,PROD_0180,4,840.64,0.09,3059.93,2025-06-02,Credit Card,Pending
TXN_000914,CUST_0066,PROD_0183,5,327.43,0.06,1538.92,2025-05-11,Credit Card,Pending
TXN_000915,CUST_0570,PROD_0138,5,173.23,0.15,736.23,2025-05-21,Credit Card,Completed
TXN_000916,CUST_0989,PROD_0169,1,699.21,0.05,664.25,2025-05-18,Debit Card,Completed
TXN_000917,CUST_0569,PROD_0115,3,746.77,0.04,2150.7,2025-06-02,Debit Card,Cancelled
TXN_000918,CUST_0166,PROD_0023,5,337.86,0.08,1554.16,2025-05-13,Credit Card,Completed
TXN_000919,CUST_0128,PROD_0130,3,893.09,0.11,2384.55,2025-05-20,Debit Card,Pending
TXN_000920,CUST_0968,PROD_0169,1,699.21,0.07,650.27,2025-06-05,E-wallet,Cancelled
TXN_000921,CUST_0547,PROD_0114,2,657.89,0.17,1092.1,2025-05-15,E-wallet,Cancelled
TXN_000922,CUST_0933,PROD_0091,5,855.28,0.16,3592.18,2025-05-31,Credit Card,Cancelled
TXN_000923,CUST_0840,PROD_0012,2,848.02,0.01,1679.08,2025-06-02,E-wallet,Completed
TXN_000924,CUST_0981,PROD_0035,5,985.42,0.17,4089.49,2025-05-19,E-wallet,Pending
TXN_000925,CUST_0132,PROD_0187,5,452.6,0.13,1968.81,2025-05-20,E-wallet,Pending
TXN_000926,CUST_0391,PROD_0167,2,279.11,0.12,491.23,2025-06-04,E-wallet,Cancelled
TXN_000927,CUST_0436,PROD_0178,2,438.52,0.16,736.71,2025-06-04,E-wallet,Cancelled
TXN_000928,CUST_0714,PROD_0166,2,191.04,0.21,301.84,2025-05-19,Debit Card,Pending
TXN_000929,CUST_0842,PROD_0040,3,104.96,0.3,220.42,2025-05-24,Bank Transfer,Completed
TXN_000930,CUST_0988,PROD_0155,2,12.71,0.02,24.91,2025-06-03,Credit Card,Cancelled
TXN_000931,CUST_0562,PROD_0105,1,807.38,0.1,726.64,2025-06-04,E-wallet,Pending
TXN_000932,CUST_0797,PROD_0070,2,389.21,0.26,576.03,2025-05-30,E-wallet,Completed
TXN_000933,CUST_0101,PROD_0097,2,896.53,0.11,1595.82,2025-06-03,Credit Card,Completed
TXN_000934,CUST_0540,PROD_0187,3,452.6,0.18,1113.4,2025-05-12,Bank Transfer,Completed
TXN_000935,CUST_0542,PROD_0090,5,292.22,0.26,1081.21,2025-05-20,E-wallet,Cancelled
TXN_000936,CUST_0102,PROD_0013,2,707.49,0.1,1273.48,2025-05-13,Bank Transfer,Completed
TXN_000937,CUST_0354,PROD_0190,5,641.16,0.17,2660.81,2025-05-09,Bank Transfer,Pending
TXN_000938,CUST_0607,PROD_0033,3,348.39,0.0,1045.17,2025-05-21,Debit Card,Cancelled
TXN_000939,CUST_0130,PROD_0037,4,165.53,0.17,549.56,2025-05-29,Credit Card,Cancelled
TXN_000940,CUST_0655,PROD_0095,2,802.86,0.2,1284.58,2025-05-24,Bank Transfer,Completed
TXN_000941,CUST_0450,PROD_0091,4,855.28,0.15,2907.95,2025-05-29,Bank Transfer,Cancelled
TXN_000942,CUST_0965,PROD_0184,2,511.86,0.09,931.59,2025-05-10,Credit Card,Pending
TXN_000943,CUST_0417,PROD_0198,3,897.91,0.25,2020.3,2025-05-17,Credit Card,Completed
TXN_000944,CUST_0748,PROD_0062,1,265.31,0.05,252.04,2025-06-05,Credit Card,Cancelled
TXN_000945,CUST_0293,PROD_0142,4,773.54,0.24,2351.56,2025-06-06,Bank Transfer,Cancelled
TXN_000946,CUST_0521,PROD_0188,2,111.62,0.14,191.99,2025-05-21,Credit Card,Pending
TXN_000947,CUST_0015,PROD_0158,2,726.33,0.27,1060.44,2025-05-14,Credit Card,Cancelled
TXN_000948,CUST_0436,PROD_0180,5,840.64,0.22,3278.5,2025-05-30,Credit Card,Cancelled
TXN_000949,CUST_0460,PROD_0044,5,179.12,0.27,653.79,2025-06-01,Credit Card,Pending
TXN_000950,CUST_0860,PROD_0035,5,985.42,0.11,4385.12,2025-06-05,Bank Transfer,Pending
TXN_000951,CUST_0389,PROD_0044,3,179.12,0.29,381.53,2025-05-27,Debit Card,Cancelled
TXN_000952,CUST_0872,PROD_0197,1,526.77,0.09,479.36,2025-05-22,E-wallet,Pending
TXN_000953,CUST_0219,PROD_0001,5,766.41,0.12,3372.2,2025-05-08,E-wallet,Cancelled
TXN_000954,CUST_0528,PROD_0010,4,719.77,0.27,2101.73,2025-05-10,Bank Transfer,Completed
TXN_000955,CUST_0365,PROD_0002,5,361.26,0.14,1553.42,2025-05-28,E-wallet,Completed
TXN_000956,CUST_0006,PROD_0090,2,292.22,0.12,514.31,2025-06-06,Credit Card,Pending
TXN_000957,CUST_0504,PROD_0051,1,159.62,0.16,134.08,2025-05-09,Debit Card,Pending
TXN_000958,CUST_0127,PROD_0125,1,14.67,0.05,13.94,2025-05-16,E-wallet,Completed
TXN_000959,CUST_0482,PROD_0102,3,73.2,0.09,199.84,2025-05-24,Debit Card,Cancelled
TXN_000960,CUST_0832,PROD_0069,1,868.8,0.3,608.16,2025-05-16,Bank Transfer,Completed
TXN_000961,CUST_0144,PROD_0091,4,855.28,0.0,3421.12,2025-05-09,Debit Card,Completed
TXN_000962,CUST_0195,PROD_0073,1,401.83,0.04,385.76,2025-05-24,E-wallet,Completed
TXN_000963,CUST_0165,PROD_0171,2,681.61,0.28,981.52,2025-05-16,E-wallet,Completed
TXN_000964,CUST_0432,PROD_0126,5,580.52,0.15,2467.21,2025-05-16,Debit Card,Pending
TXN_000965,CUST_0770,PROD_0196,4,347.94,0.15,1183.0,2025-05-08,Bank Transfer,Completed
TXN_000966,CUST_0113,PROD_0028,1,735.26,0.04,705.85,2025-05-26,Credit Card,Cancelled
TXN_000967,CUST_0243,PROD_0014,3,110.02,0.13,287.15,2025-05-18,Credit Card,Pending
TXN_000968,CUST_0492,PROD_0075,3,344.49,0.15,878.45,2025-05-13,Bank Transfer,Completed
TXN_000969,CUST_0633,PROD_0040,5,104.96,0.06,493.31,2025-05-29,Credit Card,Pending
TXN_000970,CUST_0718,PROD_0064,4,858.06,0.06,3226.31,2025-05-15,Credit Card,Cancelled
TXN_000971,CUST_0748,PROD_0129,5,47.35,0.05,224.91,2025-05-10,Debit Card,Completed
TXN_000972,CUST_0124,PROD_0034,4,551.58,0.01,2184.26,2025-05-31,Debit Card,Pending
TXN_000973,CUST_0019,PROD_0158,2,726.33,0.03,1409.08,2025-06-05,Bank Transfer,Pending
TXN_000974,CUST_0538,PROD_0079,2,196.06,0.07,364.67,2025-05-24,Bank Transfer,Completed
TXN_000975,CUST_0523,PROD_0110,1,641.93,0.09,584.16,2025-05-29,E-wallet,Pending
TXN_000976,CUST_0966,PROD_0090,4,292.22,0.07,1087.06,2025-05-09,Credit Card,Completed
TXN_000977,CUST_0042,PROD_0001,1,766.41,0.2,613.13,2025-05-27,Debit Card,Pending
TXN_000978,CUST_0484,PROD_0072,5,152.41,0.03,739.19,2025-06-01,E-wallet,Pending
TXN_000979,CUST_0373,PROD_0086,3,510.08,0.03,1484.33,2025-05-16,Credit Card,Cancelled
TXN_000980,CUST_0566,PROD_0198,2,897.91,0.1,1616.24,2025-05-14,E-wallet,Cancelled
TXN_000981,CUST_0798,PROD_0151,5,206.66,0.18,847.31,2025-05-30,E-wallet,Completed
TXN_000982,CUST_0599,PROD_0099,1,403.18,0.27,294.32,2025-06-02,Credit Card,Completed
TXN_000983,CUST_0601,PROD_0168,2,652.36,0.06,1226.44,2025-05-23,Credit Card,Completed
TXN_000984,CUST_0965,PROD_0140,5,593.8,0.1,2672.1,2025-05-14,Bank Transfer,Completed
TXN_000985,CUST_0547,PROD_0185,2,818.93,0.01,1621.48,2025-05-31,Bank Transfer,Cancelled
TXN_000986,CUST_0729,PROD_0065,5,788.69,0.29,2799.85,2025-05-09,E-wallet,Pending
TXN_000987,CUST_0645,PROD_0184,1,511.86,0.27,373.66,2025-06-04,Bank Transfer,Pending
TXN_000988,CUST_0537,PROD_0129,1,47.35,0.05,44.98,2025-05-29,Debit Card,Pending
TXN_000989,CUST_0047,PROD_0145,1,386.45,0.24,293.7,2025-05-15,Debit Card,Cancelled
TXN_000990,CUST_0835,PROD_0102,4,73.2,0.21,231.31,2025-05-10,Credit Card,Completed
TXN_000991,CUST_0449,PROD_0193,5,564.55,0.12,2484.02,2025-05-13,Bank Transfer,Pending
TXN_000992,CUST_0622,PROD_0070,2,389.21,0.06,731.71,2025-06-01,Debit Card,Cancelled
TXN_000993,CUST_0714,PROD_0003,5,596.59,0.14,2565.34,2025-05-15,E-wallet,Pending
TXN_000994,CUST_0873,PROD_0057,3,575.51,0.21,1363.96,2025-05-20,Credit Card,Completed
TXN_000995,CUST_0230,PROD_0012,5,848.02,0.07,3943.29,2025-06-05,Debit Card,Pending
TXN_000996,CUST_0950,PROD_0035,3,985.42,0.26,2187.63,2025-06-05,Debit Card,Completed
TXN_000997,CUST_0548,PROD_0030,1,110.41,0.19,89.43,2025-05-17,E-wallet,Pending
TXN_000998,CUST_0086,PROD_0181,5,21.53,0.08,99.04,2025-06-02,Bank Transfer,Cancelled
TXN_000999,CUST_0302,PROD_0084,1,257.0,0.19,208.17,2025-06-06,E-wallet,Completed
TXN_001000,CUST_0749,PROD_0072,2,152.41,0.08,280.43,2025-06-06,Credit Card,Cancelled
TXN_001001,CUST_0764,PROD_0177,4,527.87,0.28,1520.27,2025-05-29,Debit Card,Pending
TXN_001002,CUST_0226,PROD_0084,3,257.0,0.06,724.74,2025-05-17,Bank Transfer,Completed
TXN_001003,CUST_0457,PROD_0060,4,134.92,0.11,480.32,2025-05-09,Bank Transfer,Completed
TXN_001004,CUST_0508,PROD_0047,4,645.45,0.06,2426.89,2025-05-10,Debit Card,Completed
TXN_001005,CUST_0584,PROD_0126,2,580.52,0.19,940.44,2025-06-06,E-wallet,Completed
TXN_001006,CUST_0907,PROD_0046,4,494.21,0.21,1561.7,2025-05-31,Credit Card,Completed
TXN_001007,CUST_0074,PROD_0110,2,641.93,0.14,1104.12,2025-05-17,Bank Transfer,Completed
TXN_001008,CUST_0742,PROD_0135,2,461.37,0.22,719.74,2025-05-12,Credit Card,Cancelled
TXN_001009,CUST_0103,PROD_0097,4,896.53,0.01,3550.26,2025-05-11,Credit Card,Cancelled
TXN_001010,CUST_0958,PROD_0012,2,848.02,0.07,1577.32,2025-06-04,E-wallet,Completed
TXN_001011,CUST_0962,PROD_0161,5,366.61,0.0,1833.05,2025-06-06,Credit Card,Cancelled
TXN_001012,CUST_0754,PROD_0087,1,249.52,0.06,234.55,2025-05-22,Bank Transfer,Completed
TXN_001013,CUST_0315,PROD_0085,4,707.59,0.05,2688.84,2025-06-05,E-wallet,Cancelled
TXN_001014,CUST_0557,PROD_0032,1,29.88,0.25,22.41,2025-06-03,E-wallet,Completed
TXN_001015,CUST_0524,PROD_0107,2,997.49,0.0,1994.98,2025-05-30,Credit Card,Completed
TXN_001016,CUST_0438,PROD_0099,2,403.18,0.11,717.66,2025-05-28,Debit Card,Cancelled
TXN_001017,CUST_0394,PROD_0176,1,726.54,0.15,617.56,2025-06-03,Debit Card,Completed
TXN_001018,CUST_0980,PROD_0073,3,401.83,0.02,1181.38,2025-05-27,Credit Card,Pending
TXN_001019,CUST_0946,PROD_0022,1,643.25,0.18,527.47,2025-06-01,Bank Transfer,Cancelled
TXN_001020,CUST_0343,PROD_0154,2,691.32,0.2,1106.11,2025-06-02,E-wallet,Cancelled
TXN_001021,CUST_0838,PROD_0074,3,748.29,0.26,1661.2,2025-05-29,Bank Transfer,Cancelled
TXN_001022,CUST_0378,PROD_0068,1,925.68,0.24,703.52,2025-05-10,Debit Card,Cancelled
TXN_001023,CUST_0151,PROD_0082,2,409.35,0.12,720.46,2025-05-14,Bank Transfer,Completed
TXN_001024,CUST_0116,PROD_0148,4,626.57,0.29,1779.46,2025-05-29,Debit Card,Completed
TXN_001025,CUST_0331,PROD_0033,2,348.39,0.23,536.52,2025-05-26,E-wallet,Pending
TXN_001026,CUST_0435,PROD_0124,4,339.3,0.18,1112.9,2025-05-17,E-wallet,Completed
TXN_001027,CUST_0822,PROD_0168,2,652.36,0.11,1161.2,2025-05-20,Bank Transfer,Cancelled
TXN_001028,CUST_0547,PROD_0127,5,138.11,0.16,580.06,2025-05-30,Bank Transfer,Completed
TXN_001029,CUST_0595,PROD_0184,4,511.86,0.16,1719.85,2025-05-13,Debit Card,Cancelled
TXN_001030,CUST_0090,PROD_0061,3,209.9,0.0,629.7,2025-05-10,Credit Card,Pending
TXN_001031,CUST_0572,PROD_0122,2,987.32,0.28,1421.74,2025-06-05,E-wallet,Pending
TXN_001032,CUST_0870,PROD_0200,2,129.54,0.09,235.76,2025-06-02,Bank Transfer,Completed
TXN_001033,CUST_0216,PROD_0058,1,155.97,0.22,121.66,2025-06-03,Debit Card,Pending
TXN_001034,CUST_0751,PROD_0007,4,99.35,0.11,353.69,2025-05-15,Credit Card,Cancelled
TXN_001035,CUST_0596,PROD_0019,4,185.93,0.25,557.79,2025-05-10,Debit Card,Completed
TXN_001036,CUST_0151,PROD_0094,2,479.36,0.02,939.55,2025-06-04,Credit Card,Cancelled
TXN_001037,CUST_0852,PROD_0107,2,997.49,0.23,1536.13,2025-05-22,Debit Card,Cancelled
TXN_001038,CUST_0541,PROD_0179,3,352.29,0.14,908.91,2025-05-14,E-wallet,Pending
TXN_001039,CUST_0801,PROD_0166,1,191.04,0.09,173.85,2025-06-02,Credit Card,Cancelled
TXN_001040,CUST_0033,PROD_0155,2,12.71,0.15,21.61,2025-06-06,Bank Transfer,Pending
TXN_001041,CUST_0697,PROD_0117,5,852.7,0.21,3368.16,2025-05-29,E-wallet,Cancelled
TXN_001042,CUST_0233,PROD_0109,2,817.85,0.08,1504.84,2025-06-04,Bank Transfer,Completed
TXN_001043,CUST_0761,PROD_0055,4,882.84,0.19,2860.4,2025-05-30,Bank Transfer,Completed
TXN_001044,CUST_0843,PROD_0191,5,658.05,0.18,2698.01,2025-06-04,Bank Transfer,Pending
TXN_001045,CUST_0321,PROD_0168,4,652.36,0.25,1957.08,2025-06-01,Credit Card,Pending
TXN_001046,CUST_0663,PROD_0109,2,817.85,0.08,1504.84,2025-06-03,Credit Card,Pending
TXN_001047,CUST_0618,PROD_0200,3,129.54,0.01,384.73,2025-05-28,Debit Card,Cancelled
TXN_001048,CUST_0110,PROD_0017,2,789.12,0.18,1294.16,2025-05-13,E-wallet,Completed
TXN_001049,CUST_0565,PROD_0052,1,671.46,0.07,624.46,2025-06-04,Credit Card,Cancelled
TXN_001050,CUST_0810,PROD_0124,1,339.3,0.01,335.91,2025-06-04,E-wallet,Completed
TXN_001051,CUST_0366,PROD_0193,3,564.55,0.29,1202.49,2025-05-21,Debit Card,Pending
TXN_001052,CUST_0770,PROD_0101,3,612.96,0.29,1305.6,2025-05-15,Credit Card,Pending
TXN_001053,CUST_0418,PROD_0190,5,641.16,0.03,3109.63,2025-05-12,Debit Card,Completed
TXN_001054,CUST_0602,PROD_0098,4,226.03,0.18,741.38,2025-05-10,Credit Card,Pending
TXN_001055,CUST_0166,PROD_0039,4,272.61,0.02,1068.63,2025-05-17,Credit Card,Cancelled
TXN_001056,CUST_0238,PROD_0056,2,400.86,0.23,617.32,2025-06-01,E-wallet,Pending
TXN_001057,CUST_0805,PROD_0034,3,551.58,0.09,1505.81,2025-05-18,Bank Transfer,Completed
TXN_001058,CUST_0913,PROD_0183,4,327.43,0.07,1218.04,2025-05-18,Credit Card,Completed
TXN_001059,CUST_0581,PROD_0161,4,366.61,0.03,1422.45,2025-06-06,Debit Card,Pending
TXN_001060,CUST_0561,PROD_0023,4,337.86,0.03,1310.9,2025-05-27,Debit Card,Pending
TXN_001061,CUST_0166,PROD_0018,3,384.6,0.17,957.65,2025-05-26,Credit Card,Completed
TXN_001062,CUST_0184,PROD_0182,4,853.35,0.08,3140.33,2025-05-22,E-wallet,Pending
TXN_001063,CUST_0666,PROD_0036,1,943.02,0.29,669.54,2025-05-22,Credit Card,Pending
TXN_001064,CUST_0880,PROD_0074,4,748.29,0.12,2633.98,2025-05-18,Debit Card,Pending
TXN_001065,CUST_0376,PROD_0132,5,696.59,0.29,2472.89,2025-05-26,Credit Card,Cancelled
TXN_001066,CUST_0424,PROD_0130,4,893.09,0.08,3286.57,2025-05-09,Credit Card,Cancelled
TXN_001067,CUST_0660,PROD_0015,2,976.1,0.21,1542.24,2025-05-20,Credit Card,Completed
TXN_001068,CUST_0874,PROD_0027,3,723.21,0.11,1930.97,2025-05-19,Bank Transfer,Completed
